source	mor	target
LPAR4	1	GNAQ
STUB1	-1	ATXN3
CDK4	1	KAT2A
PDPK1	1	PLK1
CBL	-1	ERBB2
CDK5	1	NGEF
CBLB	1	NCK1
MAP2K1	-1	IRS1
SRC	1	FHL1
DDR1	1	PTPN11
FYN	-1	CNN1
GNA13	1	ARHGEF11
CDK5	1	HIF1A
MBTPS2	1	CREB3L1
FZR1	-1	CDC25A
CDK5	1	TRIM59
SRC	1	ITGB3
TRAF6	1	PIK3CA
CDK6	1	FOXO3
CDK9	1	UBE2A
AKT1	-1	PRKAA1
SRPK1	1	SRSF1
LRRK2	1	MSN
WNT2B	1	LRP5
PAK2	-1	MYLK
EPHA4	1	JAK2
PRKCE	1	IQGAP1
CHEK1	-1	DIAPH1
MAPK1	-1	TNFRSF1A
HSP90AA1	-1	NR3C1
TRIM65	1	IFIH1
MAP2K2	1	PPARG
INHBA	1	ACVR2A
NEDD4L	1	TRAF3
DYRK1B	-1	ID2
MAPK8	1	HNRNPK
SGK1	1	NR3C1
BRCA1	1	SAFB
DYRK2	-1	NOTCH1
PKN1	-1	ARHGEF2
CAMK2G	-1	ADCY3
EGFR	1	USP8
KLF8	1	CTBP2
PPP1CA	-1	SP3
PRKAA1	-1	CRY1
EIF2AK2	-1	NCK1
MAPK9	1	BCL2L11
CSNK1D	-1	ZNF322
PLK1	1	PIN1
CKB	1	ACTB
CDK9	1	NCOA2
MAPK3	1	ATF2
ERBB2	-1	CTNNB1
FER	-1	ARHGDIA
LYN	1	PPP1R15A
GRK5	-1	HDAC5
PAK4	1	RAN
CSNK1A1	1	SRPK2
DYRK1A	-1	FOXO1
LEPR	1	SH2B1
AKT1	1	BRCA1
LIF	1	IL6ST
LRRK2	1	MAP3K5
MAP3K8	1	PLCB3
SRC	1	TNK2
EIF2B3	1	EIF2S2
PLK1	1	RAF1
GSK3B	1	MITF
STAT4	1	LAMTOR5
AGTR1	1	GNAI1
SRC	1	GAB1
CSNK2A1	1	EIF2S2
GSK3B	-1	SIGIRR
HIPK3	1	HSF1
MYLIP	-1	AR
TTL	-1	TUBA1A
TTK	1	BUB1
SYVN1	-1	CDKN1B
TRAF6	1	KLF4
ILK	1	AKT2
PRKCZ	1	AKT2
CASP3	-1	STX5
SAV1	1	STK4
CD2AP	1	ACTB
LYN	1	INPP5D
LYN	-1	PRKDC
LYN	1	STAT3
CDK1	-1	NUP50
MAPK8IP1	-1	MAP4K2
AKT1	1	UBE2S
ARNT	1	HIF1A
PRKACB	-1	BAD
MAPK3	1	RCAN1
CAMK2B	-1	ETS1
CSNK2A1	1	HDAC2
PPP5C	-1	MAP3K5
PRKD1	1	CTNNB1
MAP3K11	1	GOLGA3
CASP6	1	PSEN2
FBXO7	-1	CRBN
PRKCA	-1	TRPC3
PTPRO	-1	ERBB2
DYRK1A	-1	CCND1
PRKAA1	1	GAPDH
MAPK9	-1	IRS1
PTAFR	1	GNAI1
TRIB3	1	COP1
NEK7	1	TERF1
CAV1	1	LRP6
ROCK1	-1	PFN1
ULK1	-1	SQSTM1
RELA	1	CITED1
AURKA	1	INCENP
INCENP	1	AURKA
MAPK1	1	TP53
OTUD7B	-1	RIPK1
GNAL	1	ADCY3
SGK1	1	WNK4
EPHB1	1	MAP2K4
PRKACA	1	GMFB
IGF1R	1	PIK3R1
DAB2IP	1	ERN1
TRAF6	1	TP53
PAK1	-1	NET1
CSNK2A1	-1	MAX
TBK1	1	OPTN
FNTB	1	KRAS
TNIK	1	NF2
MAPK9	-1	ELK3
MAPK3	1	METTL3
YWHAQ	-1	CDKN1B
SMURF2	-1	STAMBP
CSNK2A1	1	TERF1
XIAP	1	HIF1A
MAPK7	-1	PML
SRC	1	RAC1
CDK1	-1	CUX1
RAC1	1	MAPK9
TRAF6	1	MAP3K14
RLIM	-1	MYC
CHEK2	1	RB1
MAPK3	1	MED1
MET	1	CAV1
CDC25A	1	CDK4
MAPK9	1	EGLN2
FBXO25	-1	ELK1
NUAK2	-1	PPP1R12A
PRKCA	-1	NFATC1
CSNK1E	-1	WWTR1
MYLK	-1	CALD1
PRKCD	1	PLSCR1
INSR	1	PIK3R1
CAMK2A	-1	MAPT
NEK2	-1	TP53
SIK2	-1	IRS1
PAK4	-1	SMAD2
CDK2	-1	PPP1CA
CSNK2A1	1	APEX1
CDH2	1	CDON
PBK	1	HDAC2
CSNK1D	-1	TOP2B
FMR1	1	DLG4
CTNND1	1	VAV2
PIM1	1	SMAD2
RASSF1	1	STK4
UBE3A	-1	PSMB1
MAPK1	1	RCAN1
PIM2	1	EIF4EBP1
ADA	1	ADORA1
MDM2	-1	HDAC1
PINK1	1	HDAC3
ATR	-1	WRN
CHKA	-1	SRC
PLK1	-1	FOXO3
CDK4	-1	MEF2D
SRC	-1	TP53
CFI	-1	C3
PRKCA	-1	ARHGDIA
PRKCA	1	FMNL2
SGK1	1	MAPK1
PRKCA	-1	MYOCD
PRKCD	-1	EIF4EBP1
GSK3B	1	PRKCE
MAPK8IP2	1	MAP2K7
P2RY2	1	GNAL
JAK2	1	EGFR
VHL	-1	CARD9
ROCK2	1	MYL12B
MAP2K4	1	MAPK14
PPM1A	-1	CDK9
SH3RF1	1	HERPUD1
RAF1	1	XIAP
RPS6KA3	-1	NFKBIA
PLK3	1	CDC25C
RPS6KA5	1	ATXN1
SGK1	-1	BRAF
KHSRP	1	SRC
SGK1	-1	MLLT3
AKT1	1	TTC3
STK11	1	MELK
STK11	1	PRKAA1
NLGN1	1	NRXN3
RNF26	1	SQSTM1
STUB1	-1	EIF4E
MAPK14	1	TCF3
SGK3	1	PIKFYVE
ATR	1	ATRIP
MET	1	PTK2
PPP2CB	-1	IKBKB
SRC	-1	ERRFI1
SRC	1	FOXM1
SRC	1	IRF3
SRC	1	KHDRBS1
SRC	1	PTK7
SRC	1	VAV1
ARVCF	1	CDH3
PSMB8	-1	MCL1
GSK3B	-1	EIF2B5
SRC	-1	VHL
TTK	1	MAPT
GNG12	1	AKT2
SRC	1	ZAP70
STK24	-1	PTPN12
STK39	1	SNAI1
TBK1	1	ELF4
TEK	1	STAT1
ATR	1	CCAR2
CDK5	-1	PIP5K1C
PPP2CB	-1	TRAF2
ABL1	1	TARDBP
CDK5	1	SYNGAP1
ATM	1	ZFHX3
CAMK4	-1	GSK3B
CDK1	-1	STIL
CDK2	1	PARP1
CDK2	-1	PTPN6
RNF5	-1	PXN
SYVN1	-1	PTEN
GSK3A	-1	STAT2
CDK5	-1	DLG4
CDK5	-1	DLGAP1
CDK5	1	DYNLL1
CDK5	1	ERBB2
CDK6	-1	PKM
CHEK1	-1	BAD
CDK8	-1	SMAD1
CHKA	-1	CTNNB1
OXTR	1	GNAS
CSK	1	MDM2
CSNK1D	1	MAPRE1
DYRK3	-1	AKT1S1
EGFR	1	FUS
EGFR	1	PARP1
FOXO1	-1	STAT3
MAPK1	-1	THRB
EIF2AK2	1	PA2G4
FGFR1	1	PDPK1
FGFR3	1	MAP3K7
MTOR	-1	MAF1
GSK3A	-1	NOL3
GSK3B	-1	CEBPD
GSK3B	1	IRF3
GSK3B	-1	IRS1
GSK3B	-1	NFATC1
GSK3B	-1	NFKB2
CDK1	-1	HMGA1
DUSP6	1	FOXO1
GSK3B	-1	PTTG1
HIPK1	-1	MYB
HIPK2	1	CREBBP
HIPK2	-1	TCF3
GSK3B	-1	MYOCD
IKBKB	1	GLI1
SRC	-1	ENG
IKBKE	1	TRAF2
FERMT3	1	FBLIM1
JAK2	1	ERBB2
LRRK2	1	EZR
LRRK2	1	RDX
LYN	-1	CDK2
EGFR	1	LYN
LYN	1	EGFR
CASP1	-1	RNF31
RNF31	1	CASP1
CSNK1D	1	DVL2
LYN	-1	IRF5
OFD1	1	IFT88
MAP2K1	1	HSF1
CSNK2A1	1	MYH9
ITCH	1	TNFAIP3
MAPK7	1	NR4A2
GPC4	1	WNT5A
MAPK1	1	SP1
FHOD1	1	ACTB
LRRK2	1	NSF
CDK2	-1	ARID4A
SIK2	-1	CRTC2
MAPK7	1	RPS6KA3
MAPK8	-1	E2F1
MAPK8	1	TP73
MAPK9	1	BID
MAPK9	1	SRC
AP1G2	1	NEDD4
NEDD4	1	AP1G2
CBLB	-1	STAT6
CUL9	-1	BIRC5
ZNRF3	-1	FZD8
LATS1	1	PPP1R12A
YWHAQ	-1	CDC25C
CSNK2A1	1	CDC25B
MARK3	-1	KSR1
MAPK1	1	MYLK
MAPK1	1	YBX1
MELK	1	PTK2
NEK2	1	SUFU
PPP3CB	1	BAD
HIPK2	-1	PPM1D
NTRK1	1	CTNNB1
PAK1	-1	FOXO1
PAK1	1	STIM1
PAK4	-1	ARHGEF2
SGK1	1	SP1
PDK1	1	AKT2
PIM1	1	MYC
PLK1	-1	NUP35
PLK1	1	RBBP8
CUL3	-1	HSF2
PLK1	1	YBX1
FBN1	1	TGFB1
PRKCA	-1	PHB2
PRKCA	1	PTPN1
PRKCD	-1	CNTNAP1
PAK3	-1	SORT1
SRC	-1	PTP4A3
PRKCI	1	GLI1
PRKD1	-1	DYNLL1
PRKX	1	SMAD6
WNT5A	1	FZD3
AKT1	1	VCP
PTK2	1	ARHGEF28
TBK1	-1	RIPK1
ROR1	1	ERBB3
SGK1	1	STAT1
PRKG1	1	SRF
ASAP3	1	ARHGEF6
MAPK14	-1	EEF2K
RPS6KA1	-1	ZFP36L1
LPAR1	1	GNAQ
SGK3	1	TSC2
SLK	1	TP53
PRKCE	1	NSF
SRC	1	AURKA
SRC	1	LMNA
SRC	-1	LRP6
SRC	1	MEGF10
SRC	1	NTRK1
PPP2R5C	1	TP53
RPS6KA3	1	TRAF6
EGFR	1	CTNNB1
SRC	1	SMAD3
STK11	-1	ETV4
STK25	1	LAT
STK4	1	GAPDH
EIF2AK2	-1	IRS1
TNK2	1	WWP2
CSNK2B	1	SEC63
STK4	-1	SAFB
TBK1	1	METTL3
TLK1	1	NEK1
IKBKB	-1	FOXO3
PTPRG	-1	JAK2
PRKCD	1	KLF5
MAML1	1	CDK8
NUAK1	1	MAPT
PAK1	1	MID1
PRKCE	1	KAT5
PTK2	1	ARHGEF12
XAF1	-1	BIRC3
FZD2	1	DVL3
HOXD11	1	MEIS1
TRIM32	-1	PBRM1
MAP2K6	1	MAPK10
TNK2	1	STAT3
AURKB	-1	CDCA2
PTK2B	1	CTTN
MAPK3	-1	HNRNPK
LPAR1	1	GNA14
TNK2	1	STAT1
TTK	1	MDM2
ULK1	-1	STING1
BMP1	1	COL1A1
ALK	1	MAPT
CDK1	-1	CDC20
CDK2	-1	CDC20
CHEK1	-1	CDKN1A
DYRK1A	-1	CASP9
MBTPS1	1	SREBF1
HOXD10	1	MEIS1
DYRK2	-1	SNAI1
EGFR	1	DOCK1
MARK2	-1	KSR1
IKBKB	1	NCOA3
IKBKB	1	RBFOX2
IKBKB	-1	TRIM23
MAPKAPK3	1	BECN1
NEK2	-1	SRSF1
PLK1	-1	NUMA1
PLK1	1	RPTOR
RPL5	1	TP73
DYRK2	1	HSF1
PRKCD	-1	SRF
RPS6KA3	1	H2AX
TTK	-1	ARHGEF17
ATR	1	ETV1
AURKA	-1	GSK3B
AURKB	1	PLK1
CAMK1	1	ARHGEF2
CDC7	1	CLSPN
TNK2	1	AKT1
PRKCZ	1	PSEN1
CDK5	1	MAPK7
CDK5	-1	SOX6
DYRK1A	1	MAP3K5
WNT10A	1	LRP6
MAPK14	1	RUNX2
SRC	1	STAT5B
NCKAP1	1	NHS
ERBB2	1	FASN
EPHA3	1	AR
GSK3B	1	KLF6
MELK	-1	FOXO3
MST1R	1	CTNNB1
PAK1	-1	ATF2
CHEK2	1	AATF
SGK1	-1	MAP3K3
GRIPAP1	1	MAPK8
GSK3B	1	HDAC3
PAK1	1	RPA1
PLK1	-1	REST
PLK1	1	SREBF1
DYRK1B	-1	CCND1
MAPK1	1	GRB10
SGK1	1	TRPV4
MARK2	-1	BAIAP2
CDON	1	SPAG9
ABL1	1	PCNA
ARAF	-1	SMAD2
CAMK2A	-1	ETS2
ATM	1	CDKN1B
RBBP7	1	HAT1
BUB1B	1	APC
CHUK	1	NPM1
CDK1	1	SIRT3
CDK2	1	TTK
CDK5	1	NOTCH1
CHEK2	-1	NEK6
WEE1	-1	PTP4A1
CDK5	1	ERBB4
CHUK	-1	CDKN1B
ERBB2	1	ABL1
ERBB2	1	MBD4
FER	1	PTK2
FYN	1	NTRK1
DUSP6	-1	MAPK7
PRDM16	1	SKI
GSK3B	-1	SNAI2
MAP2K1	-1	MYRF
MAP3K11	1	PAK1
MKNK1	-1	SPRY2
MAPKAPK5	1	JUN
PLK1	1	SPAG5
PLK2	1	APP
SRC	1	PIK3C3
STK4	1	H2AX
PRKCA	1	KDM1A
PRKD1	1	NLRP3
SMO	1	KIF7
PTK2B	1	STAT3
SIK3	-1	HDAC4
ERBB2	1	SRC
RBPJ	1	HES1
TEC	1	MAF
YES1	1	ANXA2
SRC	1	NEDD4
GSK3B	-1	CLASP2
MINK1	1	PRICKLE1
AURKB	1	MYC
AURKB	1	TERF1
BCR	-1	PPARG
CDK7	-1	ERCC3
PLK1	-1	TPT1
CDK2	1	ING5
CDK4	1	TFEB
CDK5	1	CLIC4
CDK5	-1	PPP1R9B
CDK6	1	TFEB
CDK7	1	CDK9
CDKL5	-1	SOX9
CHEK2	1	CDK11B
CSNK1A1	-1	RAPGEF2
ARHGEF28	1	RHOA
FYN	1	KHDRBS1
PBK	-1	PTEN
MAPK1	1	SPHK2
ABL1	1	GMNN
ATR	-1	PARP1
GRK2	-1	ADIPOR1
GSK3B	-1	STK38
HIPK2	-1	MDM2
CAMK4	1	HMGB1
CDK3	1	NFATC4
PLK2	1	LRPAP1
MAPKAPK5	1	FOXO3
MET	1	PARP1
NEK2	-1	CEP68
ILK	-1	PPP1R12A
PRKCE	1	RHOA
TYSND1	1	ACOX1
F2RL1	1	GNAS
PRKCE	-1	STXBP1
PTK2	1	PLD2
RAF1	-1	RB1
ROCK2	1	EP300
RPS6KB1	1	EPRS1
SRC	1	CIT
STK38	-1	CDC25A
STK38	1	HEY1
TGFBR1	1	ACVR1
ATM	1	APLF
ATR	1	DCK
PTPRJ	1	EGFR
PELI2	1	NLRP3
AURKA	1	EIF4E
AURKB	1	CASP2
CDK1	1	ZYX
CDK11B	1	SRSF1
CDK2	1	NBN
CHEK1	1	RAD9A
ATM	1	CSNK1D
ATM	1	RNF138
AURKB	1	CDCA8
CDK1	-1	HEXIM1
CDK5	-1	MEF2D
CDK16	-1	NSF
GRK5	-1	BDKRB2
CDK2	1	SIRT1
CDK4	1	TFE3
CDK5	1	CTNNB1
CDK6	1	TFE3
RIMS2	1	UNC13B
DAPK1	1	APP
DAPK1	-1	RIGI
DYRK1A	1	IRS1
EGFR	1	ZNRF1
GRK2	-1	CD36
YWHAQ	1	GEM
XIAP	-1	AIFM1
GSK3B	-1	IKBKG
GSK3B	1	OGT
IKBKB	-1	BCL2L1
LRRK2	1	BCL2
MAP3K3	1	SQSTM1
GTF2H1	-1	E2F1
MAP4K4	-1	TRAF2
MAPK1	-1	SHANK3
MAPK9	1	ATP2A2
MAPKAPK2	-1	HSF1
MAPKAPK2	1	POU5F1
MELK	-1	FOXO1
MARK2	-1	TNK1
MELK	1	SQSTM1
EGFR	-1	CALM2
PLK1	-1	DNMT3A
SMURF2	-1	YY1
PLK4	1	PCM1
PRKCA	-1	RND3
PRKCA	-1	ULK1
PRKCD	1	TRPC1
PRKD2	-1	SET
STUB1	1	CARD11
CAMK4	-1	STMN1
PRKDC	-1	IKBKG
PRKD1	-1	BAD
SIK3	-1	PER2
PLK1	1	PRKDC
AURKA	-1	SKI
ROCK1	1	SLC9A1
SRC	1	ARHGEF5
STUB1	-1	SNAI1
NEDD4	1	PPARG
RPS6KA3	1	TP53
RPS6KB1	-1	MAPKAP1
RPS6KB2	1	HNRNPA1
SRC	-1	CNTNAP1
PRKCD	1	CTTN
ITCH	-1	FOXO1
STK4	-1	SIRT1
TYK2	-1	KLF10
PRKN	-1	HIF1A
ABL1	1	CLASP2
ABL1	1	MLH1
ABL1	-1	TFEB
PRKACA	-1	STK38
MIB1	-1	BLM
ATM	-1	EZH2
ATM	1	SNAI1
ATR	1	PALB2
CHKA	-1	MDM2
NEK9	-1	MAP1LC3B
AURKB	-1	POU5F1
BRAF	-1	NIBAN2
CDK1	1	HIF1A
CDK8	1	YAP1
SRC	-1	VCL
SRC	-1	ARHGDIA
TRIM62	1	CARD9
EGFR	-1	SQSTM1
CDK5	1	KALRN
NEDD4	1	BECN1
CHUK	1	MTOR
CLK1	1	SRSF1
DYRK1A	-1	MYC
DYRK1B	-1	NKX3-1
EIF2AK2	1	STAT3
MKNK1	1	PNPLA8
GSK3B	1	MAP3K11
IKBKB	1	REL
ITK	1	GNA13
LATS1	1	FOXL2
PPP1CC	1	EIF2S1
LIMK2	1	SRPK1
SRC	1	CASP9
LRRK1	1	RAC1
MAP3K1	-1	NOTCH1
MAP3K20	-1	ARHGDIB
PRKCD	-1	DAB2
AMFR	-1	INSIG1
HUWE1	-1	CHEK1
MAPK1	1	TTN
MAPK11	-1	MAPT
CDK1	-1	HMGA2
CDK1	1	FOXK2
TRAF6	-1	IL1R1
STK4	1	STK38
PDGFRB	1	GRK5
PIM1	1	NOTCH1
PINK1	1	MAP3K7
PLK1	-1	PRC1
PLK3	-1	TP73
NEK6	-1	KIF20A
PPP1CA	-1	CAD
CDK5	-1	CDH1
WDCP	1	MRE11
PRKAA2	1	TFAP2A
PRKACA	-1	MAVS
PRKCD	-1	APC
PRKD2	-1	BCL6
RPS6KA1	1	CDKN1B
SRC	1	MYD88
UHMK1	1	SF1
SRC	1	TLR4
SRPK2	1	SRSF1
STK4	1	LAT
TBK1	1	HDAC3
ULK1	1	PRKN
YES1	1	POU2F2
DAB2IP	-1	HRAS
PRKACA	1	PPP2R5D
NEDD4	-1	SNCA
AKT1	-1	BECN1
AKT1	-1	PAWR
TYRO3	-1	FOXO3
ABL1	1	PPARG
CDK5	-1	SYNJ1
ULK1	1	PIK3C3
CDK2	-1	SMAD2
CDK5	-1	CDKN1B
CDK5	1	CREB1
CDK5	1	SIRT2
CDK1	1	USP16
MAPK8	-1	NR4A1
TRIM21	-1	IRF7
CDK8	1	SREBF1
CDK9	1	ACTL6A
CHEK1	-1	E2F7
CHEK1	-1	E2F8
CHEK2	1	INCENP
CHUK	1	TP73
EIF2AK2	1	MAP2K6
DAPK3	1	STAT3
DYRK1A	1	MCL1
DYRK3	1	SIRT1
EPHA2	1	PLCG1
EPHB1	1	STAT3
AGTR1	1	GNA14
FER	1	STAT3
FGFR4	-1	STK4
GSK3B	1	IFNGR1
GSK3B	-1	PPARGC1A
GSK3B	-1	PTPN1
BNIP2	1	CDC42
GSK3B	-1	SOX9
PRKCA	1	CBL
NEDD4	-1	SQSTM1
PDPK1	1	SGK3
PRKACA	-1	GSK3B
CHEK1	1	RHOB
RABGGTA	1	RAB3A
KDM2B	1	RNF2
SGK1	-1	GLI1
CHEK2	-1	TRIM28
CHUK	1	STAT1
CSNK1A1	1	PRMT1
STXBP1	1	STX1A
CAMK2B	-1	GABBR1
EIF2AK2	1	MAPT
ROCK1	1	PDPK1
FGFR2	1	GRB2
FYN	1	PRKCD
FYN	1	ZDHHC5
GRK2	-1	TP53INP2
GSK3B	-1	CLOCK
ADAM10	1	CDH1
GSK3B	1	SIK1
MAPK1	1	PBK
MAPK1	-1	PHF8
MAPKAPK5	1	PARK7
PIK3CG	1	SRC
PIM1	-1	PLK1
BTRC	-1	ATF2
PRKCA	-1	FBXW7
PIM2	-1	CDC25A
PLK1	1	RANBP1
PRKAA1	-1	HDAC5
CTDSP1	-1	SMAD2
POFUT1	1	NOTCH1
PDGFRB	1	PTK2
SRC	1	MAPKAPK5
SRC	1	TIAM1
TBK1	-1	CDC20
TBK1	-1	MAP3K14
TIE1	-1	TEK
AKT1	1	PTK2
WNT10B	1	FZD2
PDIA6	-1	ERN1
AKT1	1	SMURF1
AKT2	1	HSF1
ATM	-1	BRD7
GSK3B	-1	BCL2
PPP1CB	1	MDM2
CBX4	-1	ZEB2
ACVR2A	1	SMAD2
AKT1	1	EPHA2
AKT1	1	PFKP
ALPK1	1	TIFA
TRIM28	-1	FBP1
HIPK2	1	CREB1
ATM	1	LAMTOR5
ATM	1	UCHL3
ATM	1	USP10
AURKA	-1	CFL1
AXL	1	YES1
AURKA	1	LIMK1
AURKA	-1	VHL
CDK1	1	STMN1
IKBKB	-1	RAPGEF2
RLF	1	RIN1
MAPK7	-1	GJA1
AKT2	-1	HSPB1
TRADD	1	BIRC2
FBXL17	-1	SUFU
ATM	-1	LARP7
ALDH2	1	HDAC3
PLK1	1	NPM1
ADORA2A	1	GNA14
CTDSP1	1	PRKDC
HDAC2	-1	CIITA
RPS6KB2	-1	PDCD4
CDK1	1	BUB1
USP28	1	CDH1
CAMK2G	-1	NCOR2
PLK1	-1	ZMYM2
PRKAB1	-1	STIM1
MAPK3	-1	NUP50
PLK3	1	CHEK2
TRAF6	-1	RUSC1
HIPK2	-1	HMGA1
TM4SF1	1	DVL2
JAK2	-1	EZH2
CHEK2	1	TRIM32
PFKFB4	1	NCOA3
IRAK1	1	STAT3
AP3B1	1	KIF3A
PAK1	-1	STMN1
EGFR	1	GSTP1
F2RL2	1	GNAI3
UBIAD1	-1	HRAS
MAPK8	-1	NFATC2
TP53INP1	1	GABARAPL2
TRAF6	-1	MAP1LC3B
SIK1	-1	CRTC3
TRIM25	-1	MAVS
SGTA	1	BAG6
PTPN22	1	NLRP3
F2R	1	GNAI1
PDPK1	1	AKT3
MAPK14	1	GATA2
RHOA	1	MSN
ITCH	-1	BCL10
CDK5	-1	CAMKK2
AKT1	1	COPS6
NCOR2	1	SPEN
CSNK2A1	1	EIF4G2
TSC1	-1	RHEB
TARDBP	-1	GSK3B
AREL1	-1	DIABLO
SMO	1	SRC
DIP2A	1	CTTN
MAPK14	1	FOXC1
PPM1D	-1	RPS6KA3
ATM	1	ZNF148
GSK3B	1	NOTCH1
SRC	1	ANXA1
RPS6KB1	1	EIF4B
ATR	-1	SIAH1
PPP1CB	-1	AXIN1
CCNF	-1	CCP110
RPS6KA3	-1	MAP3K5
PPP2CB	-1	PAK1
CDK1	-1	VCPIP1
HRAS	1	ARAF
CDK1	1	CDC23
ZDHHC5	1	S1PR1
PRKACA	1	CSK
CSNK2A2	1	PTPRC
MID1	-1	PTPN1
TDP2	1	TRAF6
TRAF6	1	TDP2
PRKACA	-1	NOXA1
MYLK	1	MYL9
DTL	-1	TDG
MAP3K3	1	MAP2K4
CDK2	-1	TFCP2
MVD	1	RAC1
PTGFR	1	GNAQ
TRAF6	1	LAT
TRIM59	-1	MACROH2A1
PAK2	-1	MYC
UBE2D2	1	TRIM5
CAMK2A	-1	GFAP
MDM2	-1	PER2
CSNK2A1	-1	CDC34
CAPN2	-1	F2RL1
PPP2CB	-1	MAPK1
DOK1	-1	ITGB8
STUB1	-1	CTBP2
SRC	1	WWOX
CYTH2	1	ARF6
STK38L	-1	ULK1
CSNK2A1	1	CBX5
MAPK3	-1	NOXA1
PIM1	-1	MARK3
GNAS	1	PIK3R1
VPS18	-1	PLK2
AREL1	-1	PIAS4
TNK2	1	AR
ABL1	1	MYC
PFKP	1	ATG4B
UBE3A	-1	SOX9
SMC3	-1	MXD4
CDK16	-1	CDKN1B
SGK1	-1	APBB1
EGFR	1	IKBKE
HTR2B	1	GNAI1
RPS6KB1	-1	MXI1
ATM	1	TAOK1
ATM	1	ITCH
UBE2A	1	PCNA
DVL1	-1	APC
CDK1	-1	ATAD5
DYRK1A	-1	SRSF2
CBL	-1	PDGFRB
RB1	-1	UBTF
RPS6KA1	1	NHERF1
PRKAA1	1	KLC2
FGFR3	1	STAT3
STK3	1	MOB1B
CSNK2A1	-1	HMGN1
PIM1	1	CDC25C
PRKD2	1	HDAC7
PTPN13	-1	INSR
PRKCD	-1	HDAC5
NME1	-1	KSR1
MAP2K7	1	MAPK13
PRKCE	1	IKBKB
PINK1	-1	TUFM
EGFR	1	ASAP3
LYN	-1	CDKN1B
FGF5	1	FGFR1
GRK5	1	LRP6
CAMK2A	-1	RCHY1
KPNA4	1	NOTCH1
VRK1	1	JUN
NEK6	1	ACD
NEK2	1	CDC20
SH3GLB1	1	BECN1
PRKACA	-1	PPP1R9B
RHEB	1	PLD1
PRKCD	1	CARD9
AXIN1	-1	SMAD7
CDK6	-1	RBL2
PRKACA	-1	WT1
PRKCD	1	FGF1
PRKCE	-1	GAD1
CDC25C	-1	MAP3K5
VRK2	1	GAPDH
FAS	1	MAP3K5
MAPK3	1	E2F1
UCHL1	1	UBC
SND1	1	STAT6
AURKA	1	CTNNB1
TRPM7	1	PLCG2
KLC1	1	TOR1A
HSP90AB1	1	AR
ABL1	1	VCL
SGK3	-1	GSK3B
ATM	-1	ELF4
ATM	1	MAD1L1
CRBN	-1	SALL4
SRC	1	LRP1
PRKCA	-1	CTNNB1
TTK	-1	USP16
CAMKK1	1	CAMK1
SRC	1	HK2
STK4	1	BECN1
MAPK1	-1	GSK3B
GSK3A	1	PPARA
XIAP	1	TLE3
AMER1	-1	CTNNB1
MAPK1	-1	MBP
PLAU	1	PLAUR
RAPGEF4	1	RAP1A
MAPK1	-1	PPP2R5C
PTGER1	1	GNAQ
CAMK2A	-1	CALD1
CBL	-1	NCK1
TSC22D3	-1	FOXO3
CSNK2A1	-1	PML
FYN	1	PTPRJ
TRIM32	-1	POU5F1
PRKACA	1	HDAC5
PTPRG	1	INSR
DYRK1A	-1	NOTCH1
AUTS2	1	ELMO2
SPDYA	1	CDK2
PRKN	-1	SEPTIN4
NEK7	1	KIF14
CDK9	-1	SMAD1
CDK5	1	TLN1
TOR1A	1	SNAPIN
PRKCA	1	GSTP1
ACOX1	-1	TP73
EGFR	-1	CALM1
PAK4	1	SYNJ1
KCNJ8	-1	NLRP3
MAPK3	-1	CASP8
NPM1	1	CENPA
HSPA1A	1	FLCN
CHUK	1	BCL3
PTPRR	-1	PXN
EGFR	-1	CALM3
ROCK1	-1	GFAP
ARHGEF25	1	RHOA
PTPN6	-1	STAT3
MAPK1	1	NR4A1
PPP2CA	-1	MAPK1
FZD3	1	RHOA
PPP1CC	-1	TP53
RPS6KA3	-1	HMGN1
CDKN2A	-1	CDK2
MRTFA	1	SRF
GNA12	1	ARHGEF12
PRKCD	1	IL6ST
USP22	1	SIRT1
TAX1BP1	-1	TRAF3
SMURF1	-1	TRIB2
PRKAA1	-1	CTBP1
IRAK3	-1	IRAK4
BTRC	-1	YAP1
SRC	1	PTPN6
MAPK3	1	RPTOR
EGFR	-1	SPRED1
ANKRD28	1	PPP1CC
DMPK	1	SRF
AKT2	-1	TSC2
RPS6KA1	-1	MXD1
PRKCE	1	TICAM2
ABL1	1	CEBPB
ABL1	-1	UBE3A
SNAP91	1	VAMP2
ALK	-1	SFPQ
PTPRO	-1	STAT3
STIL	1	PIN1
PTPN2	-1	MET
PRKD2	-1	SSH1
GSK3B	-1	EZH2
PRKG1	-1	PLCB3
PTPN1	1	CTTN
NFYA	1	SP1
PPP2CB	-1	AKT1
CLASP2	1	IQGAP1
NRAS	1	PIK3CB
OXTR	1	GNAL
PLK1	1	SUGT1
FERMT2	1	FBLIM1
PRKDC	1	IRF3
CASP6	1	PSEN1
RIPK2	1	IRF5
CAMK4	-1	HDAC4
SMO	1	GNAI3
PPP1CA	1	WWTR1
PAK1	-1	ARHGEF2
AURKB	1	YY1
AKT1	-1	PTPN1
PRKACA	-1	ARHGAP17
DLGAP5	1	DLG4
PPP2CA	-1	DOCK6
PTPRO	-1	LYN
RPS6KA2	-1	NR4A1
PPP3CB	1	KSR2
PLK2	-1	TP73
MTOR	-1	TFEB
MAML1	1	TP53
CHUK	1	NCOA3
